Country,Country Code,Latitude,Longitude,Income Group,Indicator Code,Indicator Name,Indicator Year,Indicator Value,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1980,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1981,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1982,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1983,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1984,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1985,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1986,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1987,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1988,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1989,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1990,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1991,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1992,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1993,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1994,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1995,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1996,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1997,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1998,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),1999,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2000,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2001,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2002,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2003,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2004,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2005,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2006,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2007,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2008,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2009,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2010,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2011,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2012,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2013,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2014,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.POP.GROW,Population growth (annual %),2015,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1986,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1987,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1988,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1989,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1990,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1991,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1992,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1993,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1994,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1995,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1996,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1997,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1998,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),1999,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2000,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2001,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2002,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2003,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2004,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2005,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2006,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2007,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2008,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2009,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2010,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2011,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2012,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2017,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2018,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.POP.GROW,Population growth (annual %),2019,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1961,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1962,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1963,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1964,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1965,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1966,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1967,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1968,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1969,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),1970,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.POP.GROW,Population growth (annual %),2019,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1970,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1971,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1972,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1973,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1974,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1975,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1976,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1977,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1978,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1979,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1980,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1981,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1982,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1983,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1984,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1985,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1986,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1987,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1988,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1989,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1990,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1991,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1992,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1993,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1994,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1995,2,
Brazil,BRA,-15.793889,-47.882778,Upper middle income,SP.POP.GROW,Population growth (annual %),1996,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1971,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1972,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1973,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1974,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1975,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1976,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1977,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1978,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1979,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1980,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1981,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1982,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1983,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1984,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1985,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1986,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1987,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1988,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1989,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1990,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1991,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1992,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1993,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1994,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1995,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1996,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1997,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1998,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),1999,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),2000,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),2001,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),2002,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),2003,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),2018,2,
Colombia,COL,4.624335,-74.063644,Upper middle income,SP.POP.GROW,Population growth (annual %),2019,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1961,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1962,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1963,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1964,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1965,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1966,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1967,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1968,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1969,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1970,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1971,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1972,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1973,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1974,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1975,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1976,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1977,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1978,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1985,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1986,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1987,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1988,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1989,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1990,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1991,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1992,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1993,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),1994,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),2017,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),2018,2,
Chile,CHL,-37.721037,-72.209377,High income,SP.POP.GROW,Population growth (annual %),2019,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1961,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1962,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1963,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1964,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1965,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1966,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1967,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1968,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1969,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1970,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1971,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1972,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1973,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1974,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1975,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1976,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1977,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1978,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1979,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1980,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1981,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1982,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1983,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1984,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1985,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1986,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1987,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1988,2,
Argentina,ARG,-34.603722,-58.381592,Upper middle income,SP.POP.GROW,Population growth (annual %),1989,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2002,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2003,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2004,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2005,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2006,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2007,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2008,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2009,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2010,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2011,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2012,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2013,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2014,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2015,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2016,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2017,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2018,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2019,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2020,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2021,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2022,2,
Bolivia,BOL,-17.00000000,-65.00000000,Lower middle income,SP.URB.GROW,Urban population growth (annual %),2023,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2002,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2003,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2004,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2005,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2006,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2007,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2008,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2009,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2010,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2011,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2012,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2013,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2014,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2015,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2016,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2017,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2018,2,
Ecuador,ECU,-0.208946,-78.507751,Upper middle income,SP.URB.GROW,Urban population growth (annual %),2019,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.URB.GROW,Urban population growth (annual %),1961,2,
Guyana,GUY,6.80448,-58.15527,High income,SP.URB.GROW,Urban population growth (annual %),1962,2,
