customer_id,signup_date,region,currency_preference,segment,acquisition_channel,age_band,country,country_latitude,country_longitude
CUST0000119,2025-03-08 23:02:00,,USD,SOHO,Organic,45-54,Canada,56.1304,-106.3468
CUST0000120,2024-07-04 08:10:00,LATAM,USD,Consumer,Organic,25-34,Brazil,-14.235,-51.9253
CUST0000121,2024-11-08 14:33:00,,USD,SOHO,Organic,45-54,United States,39.8283,-98.5795
CUST0000122,2025-08-17 01:42:00,APAC,AUD,SMB,Email,25-34,Australia,-25.2744,133.7751
CUST0000123,2024-05-17 20:20:00,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000124,2024-03-23 12:35:00,EU,GBP,SMB,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0000125,2024-02-22 14:39:00,,USD,Consumer,Email,45-54,United States,39.8283,-98.5795
CUST0000126,2025-07-22 20:20:00,,USD,Consumer,Organic,18-24,United States,39.8283,-98.5795
CUST0000127,2025-04-25 19:33:00,APAC,AUD,Consumer,Email,35-44,Australia,-25.2744,133.7751
CUST0000128,2025-06-23 15:55:00,EU,EUR,SMB,Affiliate,45-54,Spain,40.4637,-3.7492
CUST0000129,2025-03-28 04:53:00,,USD,Consumer,Retail Media,18-24,Canada,56.1304,-106.3468
CUST0000130,2025-08-30 02:22:00,EU,GBP,Consumer,Affiliate,25-34,United Kingdom,55.3781,-3.436
CUST0000131,2024-06-21 05:48:00,,USD,SMB,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000132,2025-01-29 01:07:00,APAC,AUD,SOHO,Organic,35-44,Australia,-25.2744,133.7751
CUST0000133,2025-05-23 00:01:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000134,2024-05-27 05:54:00,APAC,USD,Consumer,Social,35-44,Philippines,12.8797,121.774
CUST0000135,2025-05-18 01:22:00,EU,EUR,Consumer,Paid Search,55+,Spain,40.4637,-3.7492
CUST0000136,2024-09-13 16:40:00,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000137,2025-06-20 03:03:00,APAC,USD,Consumer,Organic,18-24,Philippines,12.8797,121.774
CUST0000138,2024-05-28 02:42:00,,USD,SOHO,Social,35-44,United States,39.8283,-98.5795
CUST0000139,2024-03-21 00:42:00,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000140,2024-09-22 13:28:00,EU,EUR,SOHO,Retail Media,55+,Germany,51.1657,10.4515
CUST0000141,2024-10-28 15:47:00,APAC,USD,SOHO,Paid Search,25-34,Philippines,12.8797,121.774
CUST0000142,2025-04-13 07:12:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000143,2025-04-01 12:27:00,,USD,Consumer,Organic,45-54,Canada,56.1304,-106.3468
CUST0000144,2024-12-19 07:58:00,EU,EUR,Consumer,Social,45-54,Netherlands,52.1326,5.2913
CUST0000145,2025-01-09 17:03:00,,USD,Consumer,Social,35-44,United States,39.8283,-98.5795
CUST0000146,2024-10-08 15:49:00,EU,EUR,SOHO,Paid Search,25-34,France,46.2276,2.2137
CUST0000147,2024-03-16 08:27:00,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0000148,2025-05-01 20:50:00,EU,GBP,Consumer,Email,25-34,United Kingdom,55.3781,-3.436
CUST0000149,2024-04-01 07:02:00,,USD,Consumer,Paid Search,55+,United States,39.8283,-98.5795
CUST0000150,2024-01-09 21:46:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000151,2024-09-12 10:35:00,,USD,Consumer,Paid Search,35-44,United States,39.8283,-98.5795
CUST0000152,2025-07-21 05:08:00,EU,EUR,Consumer,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0000153,2024-11-25 02:14:00,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000154,2024-04-02 06:16:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000155,2024-02-08 13:17:00,EU,EUR,SMB,Organic,35-44,France,46.2276,2.2137
CUST0000156,2025-03-02 01:14:00,EU,EUR,SOHO,Social,25-34,Germany,51.1657,10.4515
CUST0000157,2025-02-02 11:33:00,,USD,Consumer,Organic,25-34,United States,39.8283,-98.5795
CUST0000158,2024-03-06 10:37:00,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0000159,2025-06-14 06:40:00,EU,EUR,Consumer,Paid Search,45-54,Germany,51.1657,10.4515
CUST0000160,2024-07-24 10:46:00,EU,EUR,Consumer,Email,55+,Germany,51.1657,10.4515
CUST0000161,2025-03-03 01:34:00,,USD,Consumer,Organic,35-44,Canada,56.1304,-106.3468
CUST0000162,2024-10-02 22:46:00,,USD,Consumer,Email,45-54,United States,39.8283,-98.5795
CUST0000163,2025-05-14 11:55:00,APAC,AUD,Consumer,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000164,2024-09-23 03:03:00,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0000165,2024-09-11 06:59:00,EU,GBP,Consumer,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000166,2025-02-26 14:37:00,APAC,AUD,Consumer,Organic,25-34,Australia,-25.2744,133.7751
CUST0000167,2024-12-28 03:16:00,EU,GBP,SOHO,Retail Media,18-24,United Kingdom,55.3781,-3.436
CUST0000168,2024-09-04 02:58:00,EU,EUR,Consumer,Affiliate,55+,Netherlands,52.1326,5.2913
CUST0000169,2024-09-28 19:23:00,APAC,AUD,Consumer,Organic,45-54,Australia,-25.2744,133.7751
CUST0000170,2025-01-23 20:46:00,EU,GBP,Consumer,Social,25-34,United Kingdom,55.3781,-3.436
CUST0000171,2025-07-13 00:15:00,EU,EUR,SMB,Organic,55+,Spain,40.4637,-3.7492
CUST0000172,2025-02-21 18:04:00,APAC,AUD,SMB,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000173,2025-08-06 19:26:00,,USD,SOHO,Retail Media,25-34,United States,39.8283,-98.5795
CUST0000174,2025-08-23 18:40:00,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0000175,2024-06-18 11:46:00,,USD,Consumer,Social,25-34,United States,39.8283,-98.5795
CUST0000176,2024-12-03 21:14:00,EU,EUR,SOHO,Paid Search,35-44,Netherlands,52.1326,5.2913
CUST0000177,2025-05-25 00:35:00,,USD,Consumer,Email,25-34,Canada,56.1304,-106.3468
CUST0000178,2024-04-06 03:21:00,APAC,USD,Consumer,Affiliate,18-24,Philippines,12.8797,121.774
CUST0000179,2025-02-15 14:44:00,APAC,AUD,SMB,Retail Media,35-44,Australia,-25.2744,133.7751
CUST0000180,2025-02-06 06:25:00,EU,GBP,Consumer,Affiliate,35-44,United Kingdom,55.3781,-3.436
CUST0000181,2025-08-11 19:39:00,,USD,Consumer,Paid Search,18-24,United States,39.8283,-98.5795
CUST0000182,2025-06-09 04:43:00,APAC,AUD,Consumer,Affiliate,55+,Australia,-25.2744,133.7751
CUST0000183,2024-09-28 17:33:00,EU,GBP,Consumer,Paid Search,35-44,United Kingdom,55.3781,-3.436
CUST0000184,2024-09-30 13:53:00,LATAM,USD,Consumer,Social,25-34,Brazil,-14.235,-51.9253
CUST0000185,2024-01-29 18:06:00,,USD,SOHO,Social,25-34,United States,39.8283,-98.5795
CUST0000186,2024-02-03 15:36:00,EU,GBP,SOHO,Organic,45-54,United Kingdom,55.3781,-3.436
CUST0000187,2024-11-19 11:26:00,APAC,AUD,Consumer,Social,35-44,Australia,-25.2744,133.7751
CUST0000188,2025-04-01 14:19:00,APAC,AUD,SMB,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000189,2024-12-17 05:01:00,EU,GBP,Consumer,Organic,18-24,United Kingdom,55.3781,-3.436
CUST0000190,2024-09-17 02:58:00,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000191,2024-01-26 20:50:00,,USD,SOHO,Email,25-34,United States,39.8283,-98.5795
CUST0000192,2024-10-01 03:22:00,,USD,SOHO,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0000193,2025-03-14 09:18:00,APAC,AUD,Consumer,Email,55+,Australia,-25.2744,133.7751
CUST0000194,2024-03-08 09:16:00,EU,EUR,SMB,Paid Search,25-34,Netherlands,52.1326,5.2913
CUST0000195,2025-01-28 00:32:00,EU,EUR,SOHO,Email,45-54,Spain,40.4637,-3.7492
CUST0000196,2024-12-11 14:12:00,EU,EUR,SMB,Paid Search,55+,Germany,51.1657,10.4515
CUST0000197,2025-02-21 20:34:00,,USD,Consumer,Social,55+,United States,39.8283,-98.5795
CUST0000198,2025-06-18 06:01:00,LATAM,USD,SOHO,Paid Search,55+,Brazil,-14.235,-51.9253
CUST0000199,2024-05-21 03:33:00,EU,GBP,Enterprise,Affiliate,45-54,United Kingdom,55.3781,-3.436
CUST0000200,2025-07-08 19:35:00,APAC,USD,SOHO,Organic,35-44,Philippines,12.8797,121.774
CUST0000201,2024-01-23 14:48:00,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000202,2024-06-15 22:01:00,APAC,AUD,Consumer,Organic,35-44,Australia,-25.2744,133.7751
CUST0000203,2024-09-02 08:54:00,EU,EUR,Consumer,Email,45-54,Spain,40.4637,-3.7492
CUST0000204,2025-06-05 11:29:00,APAC,USD,Consumer,Organic,25-34,Philippines,12.8797,121.774
CUST0000205,2024-07-07 06:27:00,EU,EUR,SMB,Email,25-34,Germany,51.1657,10.4515
CUST0000206,2025-04-16 18:12:00,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0000207,2025-04-29 16:49:00,EU,GBP,Consumer,Organic,45-54,United Kingdom,55.3781,-3.436
CUST0000208,2024-09-25 22:01:00,,USD,SMB,Organic,45-54,United States,39.8283,-98.5795
CUST0000209,2025-08-21 13:31:00,APAC,AUD,Consumer,Paid Search,35-44,Australia,-25.2744,133.7751
CUST0000210,2025-06-16 01:05:00,APAC,AUD,Consumer,Paid Search,25-34,Australia,-25.2744,133.7751
CUST0000211,2024-01-01 16:58:00,APAC,USD,Consumer,Social,35-44,Philippines,12.8797,121.774
CUST0000212,2024-06-06 08:44:00,EU,GBP,Consumer,Retail Media,18-24,United Kingdom,55.3781,-3.436
CUST0000213,2025-07-12 02:20:00,,USD,Consumer,Email,35-44,United States,39.8283,-98.5795
CUST0000214,2024-07-30 11:56:00,,USD,Enterprise,Organic,25-34,United States,39.8283,-98.5795
CUST0000215,2024-04-28 22:03:00,EU,EUR,Consumer,Organic,55+,France,46.2276,2.2137
CUST0000216,2024-05-30 17:25:00,EU,EUR,Consumer,Email,35-44,Germany,51.1657,10.4515
CUST0000217,2024-07-13 15:16:00,,USD,Consumer,Paid Search,35-44,Canada,56.1304,-106.3468
CUST0000218,2025-04-08 09:56:00,EU,EUR,Consumer,Social,35-44,Germany,51.1657,10.4515
CUST0000219,2024-03-29 14:21:00,APAC,USD,Consumer,Organic,35-44,Philippines,12.8797,121.774
CUST0000220,2025-03-13 15:54:00,LATAM,USD,Consumer,Retail Media,25-34,Brazil,-14.235,-51.9253
CUST0000221,2025-03-30 15:06:00,APAC,AUD,Consumer,Organic,35-44,Australia,-25.2744,133.7751
CUST0000222,2024-07-18 00:08:00,APAC,USD,SOHO,Social,55+,Philippines,12.8797,121.774
CUST0000223,2025-01-05 22:25:00,,USD,Consumer,Paid Search,25-34,Canada,56.1304,-106.3468
CUST0000224,2024-06-27 11:37:00,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0000225,2024-10-07 05:08:00,,USD,SOHO,Organic,55+,United States,39.8283,-98.5795
CUST0000226,2024-02-27 11:10:00,EU,GBP,Consumer,Email,45-54,United Kingdom,55.3781,-3.436
CUST0000227,2024-01-10 09:52:00,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0000228,2025-01-25 23:15:00,EU,EUR,Consumer,Paid Search,45-54,Netherlands,52.1326,5.2913
CUST0000229,2024-05-13 04:11:00,EU,GBP,Consumer,Organic,55+,United Kingdom,55.3781,-3.436
CUST0000230,2024-08-25 23:08:00,EU,EUR,Consumer,Organic,55+,Netherlands,52.1326,5.2913
CUST0000231,2024-08-16 20:29:00,APAC,AUD,Consumer,Organic,55+,Australia,-25.2744,133.7751
CUST0000232,2024-03-30 12:21:00,,USD,Consumer,Organic,35-44,United States,39.8283,-98.5795
CUST0000233,2024-03-06 16:18:00,LATAM,USD,Consumer,Organic,25-34,Brazil,-14.235,-51.9253
CUST0000234,2024-04-10 05:02:00,EU,GBP,Consumer,Organic,25-34,United Kingdom,55.3781,-3.436
CUST0000235,2025-04-09 20:35:00,EU,EUR,Consumer,Email,25-34,France,46.2276,2.2137
CUST0000236,2024-09-14 20:12:00,APAC,AUD,SOHO,Email,55+,Australia,-25.2744,133.7751
CUST0000237,2025-03-14 23:08:00,,USD,SMB,Organic,45-54,United States,39.8283,-98.5795
CUST0000238,2024-07-31 06:09:00,APAC,AUD,SMB,Social,35-44,Australia,-25.2744,133.7751
CUST0000239,2024-09-09 10:00:00,EU,GBP,Consumer,Social,35-44,United Kingdom,55.3781,-3.436
CUST0000240,2025-05-26 04:17:00,EU,EUR,Consumer,Affiliate,25-34,France,46.2276,2.2137
CUST0000241,2024-03-04 09:40:00,LATAM,USD,Consumer,Organic,25-34,Brazil,-14.235,-51.9253
CUST0000242,2024-10-26 03:51:00,EU,GBP,Consumer,Organic,35-44,United Kingdom,55.3781,-3.436
CUST0000243,2025-01-16 18:55:00,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000244,2024-01-13 22:50:00,EU,GBP,SOHO,Email,25-34,United Kingdom,55.3781,-3.436
CUST0000245,2024-05-15 15:01:00,APAC,USD,Consumer,Paid Search,35-44,Philippines,12.8797,121.774
CUST0000246,2025-07-31 14:44:00,,USD,Consumer,Email,25-34,United States,39.8283,-98.5795
CUST0000247,2025-05-25 23:52:00,,USD,Enterprise,Organic,55+,United States,39.8283,-98.5795
CUST0000248,2024-06-11 04:22:00,,USD,Consumer,Paid Search,25-34,United States,39.8283,-98.5795
CUST0000249,2025-01-21 23:47:00,,USD,Consumer,Email,55+,United States,39.8283,-98.5795
CUST0000250,2025-04-15 13:47:00,EU,EUR,Consumer,Email,25-34,Spain,40.4637,-3.7492
CUST0000251,2024-11-07 10:08:00,,USD,Consumer,Organic,25-34,Canada,56.1304,-106.3468
CUST0000252,2025-02-21 23:17:00,EU,EUR,Consumer,Affiliate,35-44,Germany,51.1657,10.4515
CUST0000253,2024-03-18 01:58:00,APAC,AUD,Consumer,Social,45-54,Australia,-25.2744,133.7751
CUST0000254,2024-12-29 04:11:00,EU,EUR,Consumer,Affiliate,35-44,France,46.2276,2.2137
CUST0000255,2025-02-28 00:20:00,LATAM,USD,SOHO,Email,25-34,Brazil,-14.235,-51.9253
CUST0000256,2025-02-11 14:19:00,LATAM,USD,SOHO,Paid Search,18-24,Brazil,-14.235,-51.9253
CUST0000257,2024-08-12 22:09:00,EU,EUR,SMB,Paid Search,35-44,France,46.2276,2.2137
